PN,ATA,ALT_KATEGORI,AILE,MODEL,KRITIKLIK,ATOLYE,TEMIN_KANALI,LEAD_TIME_GUN,TALEP_2025,CEYREK_ORAN_2025_SBA,FILO_BUYUME_KATSAYISI,TALEP_2033_YILLIK,SERVIS_SEVIYESI_HEDEF,EMNIYET_STOGU,MIN_2025,MAX_2025,MIN_2033,MAX_2033,SCRAP_ORANI,SCRAP_2033_YILLIK,AOG_RISK_SKORU,ALARM_2033
PN-101443,32,LANDING GEAR,AIRBUS,A350-900,KRİTİK,YOK,Satınalma,60.0,18,4.5,3.75,66.1,0.95,6.0,6.0,11.0,17.0,34.0,0.167,11.0,71.4,True
PN-103986,29,HYDRAULIC POWER,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,23.0,52,13.0,2.59,131.0,0.98,6.0,8.0,21.0,15.0,48.0,0.038,5.0,71.4,False
PN-103666,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A350-900,KRİTİK,YOK,Satınalma,55.0,21,5.25,3.75,78.7,0.95,6.0,7.0,13.0,18.0,38.0,0.095,7.5,71.3,True
PN-101774,72,ENGINE,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,56.0,6,1.5,2.59,15.3,0.98,4.0,3.0,5.0,7.0,11.0,0.0,0.0,71.3,True
PN-101951,49,AIRBORNE AUXILIARY POWER (APU),BOEING,787-9,AOG KRİTİK,YOK,Yurtdışı tamir,27.0,2,0.42,3.75,6.1,0.98,2.0,2.0,3.0,3.0,5.0,0.0,0.0,71.3,False
PN-102256,73,ENGINE FUEL AND CONTROL,AIRBUS,A321neo,AOG KRİTİK,YOK,Yurtdışı tamir,51.0,0,0.0,2.96,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.2,False
PN-104232,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737 MAX 8,KRİTİK,YOK,Yurtdışı tamir,43.0,31,7.75,3.81,116.0,0.95,7.0,8.0,16.0,21.0,50.0,0.097,11.2,71.2,True
PN-100377,72,ENGINE,AIRBUS,A321neo,AOG KRİTİK,YOK,Satınalma,46.0,6,1.14,2.96,13.1,0.98,3.0,3.0,5.0,5.0,9.0,0.167,2.2,71.2,False
PN-100192,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737 MAX 8,AOG KRİTİK,YOK,Satınalma,18.0,7,1.69,3.81,25.2,0.98,3.0,3.0,5.0,5.0,12.0,0.286,7.2,71.2,False
PN-100932,27,FLIGHT CONTROLS,BOEING,787-9,AOG KRİTİK,YOK,Yurtdışı tamir,21.0,6,1.5,3.75,21.9,0.98,3.0,3.0,5.0,5.0,11.0,0.0,0.0,71.2,False
PN-104630,24,ELECTRICAL POWER,AIRBUS,A321neo,AOG KRİTİK,YOK,Satınalma,29.0,20,5.0,2.96,57.9,0.98,5.0,5.0,10.0,10.0,25.0,0.15,8.7,71.1,False
PN-102518,24,ELECTRICAL POWER,AIRBUS,A350-900,AOG KRİTİK,YOK,Satınalma,20.0,6,1.5,3.75,22.1,0.98,3.0,3.0,5.0,5.0,11.0,0.0,0.0,71.0,False
PN-103187,31,INDICATING / RECORDING SYSTEMS,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,50.0,9,2.71,2.59,28.1,0.98,5.0,5.0,8.0,9.0,17.0,0.111,3.1,71.0,True
PN-101367,32,LANDING GEAR,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,21.0,61,15.25,2.59,153.8,0.98,7.0,8.0,24.0,16.0,55.0,0.066,10.1,70.9,False
PN-101377,72,ENGINE,BOEING,777-F,AOG KRİTİK,YOK,Satınalma,38.0,27,6.75,2.5,66.9,0.98,6.0,7.0,14.0,13.0,30.0,0.0,0.0,70.9,False
PN-100648,79,OIL,BOEING,737 MAX 8,AOG KRİTİK,YOK,Satınalma,22.0,3,0.7,3.81,10.3,0.98,2.0,2.0,3.0,3.0,6.0,0.333,3.4,70.8,False
PN-100284,32,LANDING GEAR,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,31.0,31,7.75,2.59,77.5,0.98,6.0,7.0,15.0,13.0,33.0,0.097,7.5,70.8,False
PN-103319,21,AIR CONDITIONING,AIRBUS,A321neo,AOG KRİTİK,YOK,Satınalma,36.0,12,3.0,2.96,34.7,0.98,4.0,5.0,8.0,8.0,17.0,0.167,5.8,70.7,False
PN-103714,71,POWER PLANT,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,26.0,35,8.75,2.59,88.5,0.98,6.0,7.0,16.0,13.0,36.0,0.229,20.2,70.6,False
PN-102109,28,FUEL,BOEING,787-9,AOG KRİTİK,YOK,Satınalma,23.0,2,0.65,3.75,9.4,0.98,2.0,2.0,3.0,3.0,6.0,0.5,4.7,70.6,False
PN-102640,27,FLIGHT CONTROLS,AIRBUS,A350-900,KRİTİK,YOK,Satınalma,42.0,64,16.0,3.75,234.5,0.95,9.0,13.0,29.0,36.0,95.0,0.203,47.6,70.5,True
PN-104300,28,FUEL,AIRBUS,A321neo,AOG KRİTİK,YOK,Satınalma,25.0,21,5.25,2.96,62.0,0.98,5.0,5.0,11.0,10.0,26.0,0.0,0.0,70.5,False
PN-102880,22,AUTO FLIGHT,AIRBUS,A320neo,AOG KRİTİK,YOK,Yurtdışı tamir,41.0,18,4.5,2.59,46.6,0.98,5.0,6.0,11.0,11.0,23.0,0.111,5.2,70.4,False
PN-102361,72,ENGINE,BOEING,777-300ER,AOG KRİTİK,YOK,Yurtdışı tamir,51.0,54,13.5,1.67,88.2,0.98,8.0,14.0,28.0,21.0,44.0,0.315,27.8,70.4,False
PN-101828,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737 MAX 8,KRİTİK,YOK,Satınalma,40.0,29,7.25,3.81,107.6,0.95,6.0,7.0,15.0,18.0,45.0,0.069,7.4,70.4,True
PN-104052,72,ENGINE,BOEING,737 MAX 8,KRİTİK,YOK,Yurtdışı tamir,41.0,27,6.75,3.81,100.8,0.95,6.0,7.0,14.0,18.0,44.0,0.074,7.5,70.3,True
PN-104737,30,ICE & RAIN PROTECTION,AIRBUS,A350-900,KRİTİK,YOK,Yurtdışı tamir,41.0,76,19.0,3.75,277.5,0.95,10.0,14.0,33.0,42.0,112.0,0.0,0.0,70.3,True
PN-101348,72,ENGINE,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,31.0,28,7.0,2.59,71.3,0.98,6.0,7.0,14.0,13.0,31.0,0.143,10.2,70.2,False
PN-102933,32,LANDING GEAR,AIRBUS,A321neo,AOG KRİTİK,YOK,Yurtdışı tamir,41.0,5,1.25,2.96,14.4,0.98,3.0,3.0,5.0,5.0,9.0,0.0,0.0,70.0,False
PN-102598,80,STARTING,BOEING,737 MAX 8,KRİTİK,YOK,Satınalma,57.0,15,3.75,3.81,55.4,0.95,5.0,6.0,10.0,14.0,28.0,0.067,3.7,70.0,True
PN-102759,32,LANDING GEAR,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,46.0,11,2.75,2.59,28.1,0.98,4.0,5.0,8.0,8.0,16.0,0.091,2.6,70.0,False
PN-104439,29,HYDRAULIC POWER,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,28.0,30,7.5,2.59,76.1,0.98,5.0,7.0,15.0,11.0,31.0,0.167,12.7,69.9,False
PN-100188,27,FLIGHT CONTROLS,AIRBUS,A320neo,AOG KRİTİK,YOK,Yurtdışı tamir,39.0,18,4.5,2.59,45.9,0.98,5.0,5.0,10.0,10.0,22.0,0.056,2.5,69.9,False
PN-104521,71,POWER PLANT,BOEING,787-9,AOG KRİTİK,YOK,Satınalma,19.0,4,0.91,3.75,13.4,0.98,2.0,2.0,3.0,3.0,7.0,0.0,0.0,69.9,False
PN-102594,28,FUEL,BOEING,787-9,AOG KRİTİK,YOK,Satınalma,15.0,7,1.65,3.75,24.0,0.98,3.0,3.0,5.0,4.0,11.0,0.0,0.0,69.9,False
PN-100775,79,OIL,BOEING,737 MAX 8,KRİTİK,YOK,Yurtdışı tamir,42.0,25,6.25,3.81,92.7,0.95,6.0,6.0,13.0,17.0,41.0,0.12,11.1,69.7,True
PN-103166,72,ENGINE,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,36.0,21,5.25,2.59,52.4,0.98,5.0,6.0,12.0,11.0,25.0,0.19,10.0,69.7,False
PN-104272,79,OIL,AIRBUS,A321neo,AOG KRİTİK,YOK,Satınalma,33.0,11,2.75,2.96,32.3,0.98,4.0,4.0,7.0,7.0,16.0,0.091,2.9,69.7,False
PN-102544,73,ENGINE FUEL AND CONTROL,AIRBUS,A320neo,AOG KRİTİK,YOK,Yurtdışı tamir,42.0,14,3.5,2.59,35.2,0.98,5.0,5.0,9.0,10.0,19.0,0.0,0.0,69.6,True
PN-103513,24,ELECTRICAL POWER,AIRBUS,A350-900,KRİTİK,YOK,Yurtdışı tamir,38.0,53,13.25,3.75,194.9,0.95,8.0,10.0,24.0,29.0,78.0,0.057,11.0,69.5,True
PN-101316,71,POWER PLANT,AIRBUS,A321neo,KRİTİK,YOK,Yurtdışı tamir,60.0,52,13.0,2.96,151.2,0.95,9.0,14.0,27.0,34.0,72.0,0.077,11.6,69.5,True
PN-102917,79,OIL,BOEING,777-F,AOG KRİTİK,YOK,Yurtdışı tamir,38.0,26,5.12,2.5,50.9,0.98,5.0,7.0,13.0,11.0,24.0,0.0,0.0,69.4,False
PN-101219,32,LANDING GEAR,AIRBUS,A321neo,AOG KRİTİK,YOK,Satınalma,26.0,17,4.25,2.96,48.6,0.98,4.0,5.0,10.0,8.0,21.0,0.118,5.7,69.4,False
PN-102842,72,ENGINE,BOEING,737 MAX 8,KRİTİK,YOK,Yurtdışı tamir,35.0,34,8.5,3.81,125.6,0.95,6.0,7.0,16.0,19.0,51.0,0.088,11.1,69.2,True
PN-103990,72,ENGINE,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,33.0,22,5.5,2.59,55.5,0.98,5.0,5.0,11.0,11.0,25.0,0.091,5.0,69.2,False
PN-103472,72,ENGINE,AIRBUS,A330-200,AOG KRİTİK,YOK,Satınalma,49.0,90,22.5,1.33,117.3,0.98,9.0,21.0,44.0,25.0,55.0,0.111,13.0,69.1,False
PN-104532,71,POWER PLANT,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,49.0,6,1.09,2.59,10.8,0.98,3.0,3.0,5.0,5.0,8.0,0.333,3.6,69.1,False
PN-102894,27,FLIGHT CONTROLS,AIRBUS,A321neo,AOG KRİTİK,YOK,Satınalma,34.0,8,2.0,2.96,22.8,0.98,3.0,3.0,5.0,6.0,12.0,0.125,2.8,69.0,True
PN-104744,71,POWER PLANT,AIRBUS,A321neo,AOG KRİTİK,YOK,Satınalma,26.0,15,3.75,2.96,43.5,0.98,4.0,5.0,9.0,8.0,19.0,0.333,14.5,69.0,False
PN-103894,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A350-900,KRİTİK,YOK,Satınalma,36.0,44,11.0,3.75,162.5,0.95,7.0,9.0,20.0,24.0,65.0,0.091,14.8,69.0,True
PN-100120,32,LANDING GEAR,BOEING,737 MAX 8,AOG KRİTİK,YOK,Satınalma,13.0,4,1.0,3.81,14.9,0.98,2.0,2.0,3.0,3.0,7.0,0.0,0.0,69.0,False
PN-101914,29,HYDRAULIC POWER,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,40.0,12,3.0,2.59,30.6,0.98,4.0,5.0,8.0,8.0,16.0,0.0,0.0,68.7,False
PN-104652,29,HYDRAULIC POWER,BOEING,787-9,KRİTİK,YOK,Yurtdışı tamir,35.0,33,8.25,3.75,121.1,0.95,6.0,7.0,16.0,18.0,49.0,0.152,18.4,68.7,True
PN-101746,80,STARTING,BOEING,737 MAX 8,KRİTİK,YOK,Yurtdışı tamir,33.0,50,12.5,3.81,189.1,0.95,7.0,9.0,22.0,25.0,73.0,0.02,3.8,68.7,True
PN-103859,32,LANDING GEAR,AIRBUS,A321neo,AOG KRİTİK,YOK,Yurtdışı tamir,37.0,3,0.7,2.96,8.6,0.98,2.0,3.0,4.0,3.0,6.0,0.0,0.0,68.5,False
PN-100364,24,ELECTRICAL POWER,AIRBUS,A321neo,AOG KRİTİK,YOK,Satınalma,29.0,10,2.5,2.96,29.3,0.98,4.0,3.0,6.0,7.0,15.0,0.0,0.0,68.4,True
PN-103353,71,POWER PLANT,AIRBUS,A320neo,KRİTİK,YOK,Yurtdışı tamir,66.0,81,20.25,2.59,206.9,0.95,11.0,22.0,43.0,49.0,101.0,0.0,0.0,68.4,True
PN-100029,32,LANDING GEAR,AIRBUS,A350-900,KRİTİK,YOK,Yurtdışı tamir,33.0,45,11.25,3.75,165.6,0.95,7.0,9.0,21.0,22.0,64.0,0.067,11.0,68.2,True
PN-100625,27,FLIGHT CONTROLS,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,26.0,24,6.0,2.59,61.7,0.98,5.0,5.0,11.0,10.0,26.0,0.0,0.0,68.1,False
PN-102150,29,HYDRAULIC POWER,BOEING,737 MAX 8,KRİTİK,YOK,Satınalma,31.0,92,23.0,3.81,343.8,0.95,9.0,13.0,36.0,39.0,125.0,0.315,108.4,68.1,True
PN-104761,76,ENGINE CONTROLS,BOEING,737 MAX 8,KRİTİK,YOK,Yurtdışı tamir,31.0,32,8.0,3.81,118.3,0.95,6.0,6.0,14.0,17.0,47.0,0.125,14.8,68.1,True
PN-104337,29,HYDRAULIC POWER,AIRBUS,A350-900,KRİTİK,YOK,Satınalma,49.0,16,4.0,3.75,59.1,0.95,5.0,6.0,10.0,13.0,28.0,0.062,3.7,67.9,True
PN-104217,29,HYDRAULIC POWER,BOEING,737 MAX 8,KRİTİK,YOK,Satınalma,30.0,39,9.75,3.81,144.2,0.95,6.0,7.0,17.0,18.0,55.0,0.128,18.5,67.9,True
PN-101869,73,ENGINE FUEL AND CONTROL,AIRBUS,A321neo,AOG KRİTİK,YOK,Yurtdışı tamir,31.0,6,1.54,2.96,17.7,0.98,3.0,3.0,5.0,5.0,10.0,0.0,0.0,67.8,False
PN-101942,76,ENGINE CONTROLS,BOEING,737 MAX 8,KRİTİK,YOK,Yurtdışı tamir,36.0,24,6.0,3.81,88.6,0.95,5.0,6.0,12.0,14.0,37.0,0.083,7.4,67.8,True
PN-102649,29,HYDRAULIC POWER,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,30.0,19,4.75,2.59,48.5,0.98,5.0,5.0,10.0,9.0,22.0,0.0,0.0,67.8,False
PN-103369,24,ELECTRICAL POWER,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,42.0,7,1.49,2.59,15.3,0.98,3.0,3.0,5.0,5.0,9.0,0.143,2.2,67.7,False
PN-104235,22,AUTO FLIGHT,BOEING,787-9,KRİTİK,YOK,Yurtdışı tamir,31.0,33,8.25,3.75,119.6,0.95,6.0,6.0,15.0,17.0,47.0,0.091,10.9,67.7,True
PN-101923,32,LANDING GEAR,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,34.0,14,3.5,2.59,36.1,0.98,4.0,5.0,9.0,8.0,18.0,0.071,2.6,67.7,False
PN-104398,22,AUTO FLIGHT,AIRBUS,A350-900,KRİTİK,YOK,Yurtdışı tamir,49.0,15,3.75,3.75,55.8,0.95,5.0,6.0,10.0,13.0,27.0,0.133,7.4,67.6,True
PN-101227,80,STARTING,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,34.0,14,3.5,2.59,35.6,0.98,4.0,5.0,9.0,8.0,17.0,0.071,2.5,67.6,False
PN-103938,71,POWER PLANT,BOEING,737 MAX 8,KRİTİK,YOK,Satınalma,29.0,32,8.0,3.81,118.3,0.95,6.0,6.0,14.0,16.0,46.0,0.188,22.2,67.6,True
PN-104248,77,ENGINE INDICATING,AIRBUS,A321neo,AOG KRİTİK,YOK,Satınalma,35.0,2,0.35,2.96,4.0,0.98,2.0,2.0,3.0,3.0,5.0,0.0,0.0,67.5,False
PN-100331,30,ICE & RAIN PROTECTION,AIRBUS,A321neo,AOG KRİTİK,YOK,Yurtdışı tamir,35.0,2,0.35,2.96,4.0,0.98,2.0,2.0,3.0,3.0,5.0,0.0,0.0,67.5,False
PN-103699,72,ENGINE,BOEING,787-9,KRİTİK,YOK,Satınalma,30.0,103,25.75,3.75,381.6,0.95,10.0,14.0,40.0,42.0,138.0,0.058,22.2,67.5,True
PN-103820,24,ELECTRICAL POWER,AIRBUS,A320neo,KRİTİK,YOK,Yurtdışı tamir,62.0,94,23.5,2.59,240.9,0.95,11.0,23.0,47.0,52.0,113.0,0.16,38.4,67.4,True
PN-104863,71,POWER PLANT,BOEING,737 MAX 8,KRİTİK,YOK,Satınalma,28.0,41,10.25,3.81,152.8,0.95,6.0,7.0,18.0,18.0,57.0,0.122,18.6,67.4,False
PN-102711,21,AIR CONDITIONING,AIRBUS,A320neo,AOG KRİTİK,YOK,Yurtdışı tamir,39.0,7,1.96,2.59,20.1,0.98,4.0,3.0,5.0,7.0,13.0,0.0,0.0,67.4,True
PN-103687,79,OIL,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,32.0,15,3.75,2.59,37.5,0.98,4.0,5.0,9.0,8.0,18.0,0.0,0.0,67.3,False
PN-103290,31,INDICATING / RECORDING SYSTEMS,BOEING,737 MAX 8,KRİTİK,YOK,Satınalma,32.0,25,6.25,3.81,94.3,0.95,5.0,6.0,13.0,14.0,38.0,0.0,0.0,67.3,True
PN-104079,72,ENGINE,BOEING,777-F,AOG KRİTİK,YOK,Satınalma,21.0,30,7.5,2.5,74.1,0.98,5.0,5.0,13.0,10.0,29.0,0.033,2.5,67.3,False
PN-101029,29,HYDRAULIC POWER,AIRBUS,A321neo,AOG KRİTİK,YOK,Yurtdışı tamir,34.0,2,0.42,2.96,4.8,0.98,2.0,2.0,3.0,3.0,5.0,0.5,2.4,67.3,False
PN-100152,77,ENGINE INDICATING,BOEING,737 MAX 8,KRİTİK,YOK,Yurtdışı tamir,35.0,23,5.75,3.81,85.2,0.95,5.0,6.0,12.0,14.0,36.0,0.087,7.4,67.2,True
PN-103228,72,ENGINE,BOEING,777-300ER,AOG KRİTİK,YOK,Yurtdışı tamir,51.0,33,8.25,1.67,53.8,0.98,6.0,10.0,19.0,14.0,28.0,0.212,11.4,67.1,False
PN-101700,27,FLIGHT CONTROLS,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,30.0,16,4.0,2.59,40.2,0.98,4.0,5.0,9.0,8.0,19.0,0.0,0.0,67.0,False
PN-100246,72,ENGINE,AIRBUS,A320neo,AOG KRİTİK,YOK,Yurtdışı tamir,40.0,7,1.26,2.59,12.6,0.98,3.0,3.0,5.0,5.0,9.0,0.286,3.6,67.0,False
PN-104114,28,FUEL,BOEING,787-9,AOG KRİTİK,VAR,Yurtiçi tamir,16.0,26,6.5,3.75,95.7,0.98,5.0,5.0,12.0,10.0,34.0,0.231,22.1,67.0,False
PN-100669,24,ELECTRICAL POWER,AIRBUS,A350-900,KRİTİK,YOK,Satınalma,29.0,27,6.75,3.75,100.3,0.95,5.0,6.0,13.0,13.0,39.0,0.074,7.4,66.7,False
PN-100993,32,LANDING GEAR,AIRBUS,A350-900,KRİTİK,YOK,Yurtdışı tamir,44.0,16,4.0,3.75,59.4,0.95,5.0,5.0,9.0,13.0,28.0,0.125,7.4,66.7,True
PN-103978,36,PNEUMATIC,AIRBUS,A320neo,AOG KRİTİK,YOK,Yurtdışı tamir,40.0,4,1.0,2.59,10.1,0.98,3.0,3.0,4.0,5.0,8.0,0.0,0.0,66.7,True
PN-100534,49,AIRBORNE AUXILIARY POWER (APU),BOEING,787-9,KRİTİK,YOK,Satınalma,28.0,28,7.0,3.75,102.1,0.95,5.0,6.0,13.0,13.0,39.0,0.321,32.8,66.6,False
PN-102001,22,AUTO FLIGHT,AIRBUS,A321neo,AOG KRİTİK,YOK,Satınalma,26.0,6,1.5,2.96,17.5,0.98,3.0,3.0,5.0,5.0,10.0,0.0,0.0,66.5,False
PN-103488,32,LANDING GEAR,BOEING,777-F,AOG KRİTİK,YOK,Yurtdışı tamir,31.0,16,4.0,2.5,39.3,0.98,4.0,5.0,9.0,8.0,18.0,0.0,0.0,66.5,False
PN-101175,29,HYDRAULIC POWER,BOEING,737 MAX 8,KRİTİK,YOK,Yurtdışı tamir,45.0,19,3.38,3.81,50.1,0.95,5.0,5.0,9.0,12.0,25.0,0.0,0.0,66.5,True
PN-103675,32,LANDING GEAR,BOEING,787-9,AOG KRİTİK,VAR,Yurtiçi tamir,10.0,31,7.75,3.75,114.2,0.98,4.0,3.0,11.0,8.0,37.0,0.065,7.4,66.4,False
PN-100396,22,AUTO FLIGHT,BOEING,787-9,KRİTİK,YOK,Satınalma,34.0,23,5.75,3.75,83.6,0.95,5.0,6.0,12.0,13.0,34.0,0.043,3.6,66.4,True
PN-100664,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A350-900,AOG KRİTİK,VAR,Yurtiçi tamir,15.0,25,6.25,3.75,91.8,0.98,4.0,5.0,12.0,8.0,31.0,0.0,0.0,66.3,False
PN-100290,73,ENGINE FUEL AND CONTROL,BOEING,737 MAX 8,AOG KRİTİK,VAR,Yurtiçi tamir,8.0,31,7.75,3.81,115.2,0.98,4.0,3.0,11.0,7.0,36.0,0.194,22.3,66.3,False
PN-100203,71,POWER PLANT,BOEING,737 MAX 8,KRİTİK,YOK,Satınalma,29.0,24,6.0,3.81,90.4,0.95,5.0,5.0,11.0,13.0,36.0,0.083,7.5,66.2,True
PN-104064,72,ENGINE,AIRBUS,A321neo,KRİTİK,YOK,Yurtdışı tamir,47.0,96,24.0,2.96,279.2,0.95,10.0,19.0,43.0,46.0,116.0,0.052,14.5,66.2,True
PN-102012,24,ELECTRICAL POWER,BOEING,737 MAX 8,KRİTİK,YOK,Satınalma,33.0,21,5.25,3.81,77.8,0.95,5.0,5.0,11.0,13.0,33.0,0.048,3.7,66.0,True
PN-100149,22,AUTO FLIGHT,BOEING,737 MAX 8,KRİTİK,YOK,Yurtdışı tamir,48.0,10,2.5,3.81,36.8,0.95,4.0,4.0,7.0,9.0,19.0,0.6,22.1,66.0,True
PN-104197,24,ELECTRICAL POWER,AIRBUS,A320-200,AOG KRİTİK,YOK,Yurtdışı tamir,83.0,9,2.25,0.64,5.7,0.98,3.0,6.0,9.0,5.0,7.0,0.111,0.6,65.9,False
PN-103482,73,ENGINE FUEL AND CONTROL,BOEING,737 MAX 8,KRİTİK,YOK,Yurtdışı tamir,55.0,5,1.15,3.81,17.1,0.95,3.0,3.0,5.0,6.0,11.0,0.2,3.4,65.9,True
PN-103679,72,ENGINE,AIRBUS,A321neo,KRİTİK,YOK,Yurtdışı tamir,46.0,37,9.25,2.96,107.1,0.95,7.0,9.0,19.0,21.0,48.0,0.189,20.3,65.9,True
PN-103592,80,STARTING,AIRBUS,A350-900,KRİTİK,YOK,Yurtdışı tamir,47.0,12,3.0,3.75,43.5,0.95,4.0,5.0,8.0,10.0,21.0,0.167,7.2,65.9,True
PN-104756,36,PNEUMATIC,AIRBUS,A321neo,AOG KRİTİK,YOK,Satınalma,26.0,3,0.85,2.96,9.9,0.98,2.0,3.0,4.0,3.0,6.0,0.0,0.0,65.8,False
PN-101782,21,AIR CONDITIONING,AIRBUS,A350-900,KRİTİK,YOK,Satınalma,44.0,14,3.5,3.75,50.4,0.95,5.0,5.0,9.0,12.0,25.0,0.286,14.4,65.8,True
PN-102859,32,LANDING GEAR,BOEING,737 MAX 8,AOG KRİTİK,VAR,Yurtiçi tamir,6.0,40,10.0,3.81,148.1,0.98,4.0,3.0,13.0,7.0,45.0,0.075,11.1,65.8,False
PN-104476,79,OIL,BOEING,737 MAX 8,KRİTİK,YOK,Yurtdışı tamir,48.0,9,2.25,3.81,34.0,0.95,4.0,4.0,7.0,9.0,18.0,0.111,3.8,65.7,True
PN-100514,79,OIL,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,34.0,7,1.49,2.59,15.0,0.98,3.0,3.0,5.0,5.0,9.0,0.143,2.1,65.7,False
PN-102871,80,STARTING,BOEING,787-9,KRİTİK,YOK,Yurtdışı tamir,23.0,30,7.5,3.75,110.8,0.95,5.0,5.0,13.0,12.0,40.0,0.0,0.0,65.7,False
PN-104117,24,ELECTRICAL POWER,BOEING,737 MAX 8,AOG KRİTİK,VAR,Yurtiçi tamir,17.0,20,5.0,3.81,74.7,0.98,4.0,3.0,8.0,8.0,27.0,0.0,0.0,65.7,False
PN-104528,32,LANDING GEAR,AIRBUS,A350-900,KRİTİK,YOK,Yurtdışı tamir,23.0,85,21.25,3.75,313.5,0.95,8.0,10.0,32.0,28.0,107.0,0.047,14.8,65.7,False
PN-103688,80,STARTING,AIRBUS,A350-900,AOG KRİTİK,VAR,Yurtiçi tamir,7.0,30,7.5,3.75,110.6,0.98,3.0,3.0,11.0,6.0,34.0,0.133,14.7,65.6,False
PN-100019,32,LANDING GEAR,AIRBUS,A320neo,AOG KRİTİK,YOK,Satınalma,28.0,12,3.0,2.59,30.8,0.98,4.0,3.0,6.0,7.0,15.0,0.167,5.1,65.6,True
PN-100944,24,ELECTRICAL POWER,BOEING,737 MAX 8,KRİTİK,YOK,Yurtdışı tamir,36.0,17,4.25,3.81,63.7,0.95,5.0,5.0,10.0,12.0,28.0,0.412,26.2,65.5,True
PN-102434,32,LANDING GEAR,AIRBUS,A350-900,KRİTİK,YOK,Yurtdışı tamir,33.0,21,5.25,3.75,76.9,0.95,5.0,5.0,11.0,12.0,32.0,0.143,11.0,65.5,True
PN-103169,49,AIRBORNE AUXILIARY POWER (APU),BOEING,737 MAX 8,KRİTİK,YOK,Yurtdışı tamir,51.0,8,1.54,3.81,23.3,0.95,3.0,3.0,5.0,7.0,13.0,0.5,11.7,65.5,True
PN-100359,72,ENGINE,AIRBUS,A321neo,KRİTİK,YOK,Yurtdışı tamir,56.0,25,6.25,2.96,72.7,0.95,6.0,8.0,15.0,18.0,37.0,0.16,11.6,65.4,True
PN-104246,28,FUEL,AIRBUS,A350-900,KRİTİK,YOK,Satınalma,29.0,24,6.0,3.75,86.4,0.95,5.0,5.0,11.0,12.0,34.0,0.083,7.2,65.4,True
PN-102801,32,LANDING GEAR,AIRBUS,A350-900,KRİTİK,YOK,Satınalma,22.0,52,13.0,3.75,191.3,0.95,6.0,7.0,20.0,18.0,66.0,0.038,7.4,65.4,False
PN-100205,27,FLIGHT CONTROLS,AIRBUS,A321neo,AOG KRİTİK,YOK,Satınalma,28.0,0,0.0,2.96,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.4,False
PN-103217,32,LANDING GEAR,BOEING,787-9,AOG KRİTİK,VAR,Yurtiçi tamir,6.0,108,27.0,3.75,396.5,0.98,6.0,5.0,32.0,13.0,113.0,0.139,55.1,65.3,False
PN-103633,72,ENGINE,AIRBUS,A320neo,AOG KRİTİK,YOK,Yurtdışı tamir,33.0,5,1.28,2.59,13.3,0.98,3.0,3.0,5.0,5.0,9.0,0.0,0.0,65.3,False
PN-101757,49,AIRBORNE AUXILIARY POWER (APU),AIRBUS,A321neo,KRİTİK,YOK,Satınalma,55.0,25,6.25,2.96,74.0,0.95,6.0,8.0,15.0,18.0,37.0,0.04,3.0,65.3,True
PN-103015,32,LANDING GEAR,BOEING,787-9,AOG KRİTİK,VAR,Yurtiçi tamir,6.0,42,10.5,3.75,154.3,0.98,4.0,3.0,14.0,7.0,46.0,0.095,14.7,65.3,False
PN-104319,22,AUTO FLIGHT,BOEING,787-9,KRİTİK,YOK,Yurtdışı tamir,21.0,31,7.75,3.75,112.4,0.95,5.0,5.0,13.0,12.0,41.0,0.065,7.2,65.2,False
